,F1014anonym,F1014C1,F1014C2,F1014C3,F1014C4,F1014C5,F1014C6,F1014C7,F1014C8,F1014C9,F1014C10
22129,Nichts,,,,,,,,,,
22130,Nichts,,,,,,,,,,
22131,Nichts,Nichts,,,,,,,,,
22132,"Dass die Banken nur durch, eintrag ins Grundbuch oder zusätzliche Kredite, deinen Antrag bearbeitNichts Erhebliche MehrkostNichts Deswegen habe ich selber den Zuschuß beantragt und keinen KFW KredNichts",Abhängigkeit von der Bank,Kosten-/Nutzenverhältnis,,,,,,,,
22133,Nichts,Nichts,,,,,,,,,
22134,Nichts,Nichts,,,,,,,,,
22135,Nichts,,,,,,,,,,
22136,Nichts,,,,,,,,,,
22137,Nichts,,,,,,,,,,
22138,Nichts,Nichts,,,,,,,,,
22139,Nichts,Nichts,,,,,,,,,
22140,Nichts,,,,,,,,,,
22141,Nichts,,,,,,,,,,
22142,Nichts,Nichts,,,,,,,,,
22143,Nichts,Nichts,,,,,,,,,
22144,Nichts,,,,,,,,,,
22145,Nichts,,,,,,,,,,
22146,Nichts,,,,,,,,,,
22148,Nichts,Nichts,,,,,,,,,
22149,Nichts,,,,,,,,,,
22150,Nichts,Nichts,,,,,,,,,
22151,Nichts,,,,,,,,,,
22152,Nichts,,,,,,,,,,
22153,Nichts,Nichts,,,,,,,,,
22154,Nichts,Nichts,,,,,,,,,
22155,Nichts,Nichts,,,,,,,,,
22156,Nichts,,,,,,,,,,
22157,Nichts,,,,,,,,,,
22158,Nichts,Nichts,,,,,,,,,
22159,Nichts,Nichts,,,,,,,,,
22160,Nichts,,,,,,,,,,
22161,Nichts,,,,,,,,,,
22162,Aus meiner persönlichen Sichts spricht nichs dagegNichts,Nichts,,,,,,,,,
22163,Nichts,Nichts,,,,,,,,,
22164,Nichts,Nichts,,,,,,,,,
22165,Nichts,,,,,,,,,,
22166,Nichts,,,,,,,,,,
22167,Nichts,,,,,,,,,,
22168,"Bei kleineren Vorhaben,ist der Zwang einen Energieberater zu beauftragen schon teuNichts",Kosten-/Nutzenverhältnis,,,,,,,,,
22169,Nichts,,,,,,,,,,
22170,Nichts,,,,,,,,,,
22171,Nichts,,,,,,,,,,
22172,Nichts,,,,,,,,,,
22173,Nichts,,,,,,,,,,
22174,Nichts,,,,,,,,,,
22175,Nichts,,,,,,,,,,
22176,Nichts,,,,,,,,,,
22177,Nichts,,,,,,,,,,
22178,Nichts,,,,,,,,,,
22179,Nichts,,,,,,,,,,
22180,Nichts,,,,,,,,,,
22181,Nichts,,,,,,,,,,
22182,Nichts,,,,,,,,,,
22183,Nichts,,,,,,,,,,
22184,Nichts,,,,,,,,,,
22185,Nichts,,,,,,,,,,
22186,Nichts,Nichts,,,,,,,,,
22187,Nichts,,,,,,,,,,
22188,Nichts,,,,,,,,,,
22189,Nichts,,,,,,,,,,
22190,Nichts,,,,,,,,,,
22191,Nichts,,,,,,,,,,
22192,Nichts,Nichts,,,,,,,,,
22193,Nichts,,,,,,,,,,
22194,Nichts,,,,,,,,,,
22195,Nichts,,,,,,,,,,
22196,Nichts,,,,,,,,,,
22197,Nichts,,,,,,,,,,
22198,Nichts,,,,,,,,,,
22199,Nichts,,,,,,,,,,
22200,Nichts,,,,,,,,,,
22201,Nichts,,,,,,,,,,
22202,Lediglich die Mitwirkungsnotwendigkeit der Banken,Abhängigkeit von der Bank,,,,,,,,,
22203,Nichts,Aufwändige Beantragung,,,,,,,,,
22204,Nichts,,,,,,,,,,
22205,Nichts,Nichts,,,,,,,,,
22206,Nichts,Nichts,,,,,,,,,
22207,Nichts,,,,,,,,,,
22208,Nichts,,,,,,,,,,
22209,Nichts,Nichts,,,,,,,,,
22211,Nichts,Nichts,,,,,,,,,
22212,Nichts,,,,,,,,,,
22213,Nichts,,,,,,,,,,
22214,Nichts,,,,,,,,,,
22215,Nichts,,,,,,,,,,
22216,Nichts,,,,,,,,,,
22217,Nichts,Nichts,,,,,,,,,
22218,Nichts,,,,,,,,,,
22219,Nichts,,,,,,,,,,
22220,Nichts,Nichts,,,,,,,,,
22221,Nichts,,,,,,,,,,
22222,.,,,,,,,,,,
22223,Nichts,Nichts,,,,,,,,,
22224,Eigentlich nix,Nichts,,,,,,,,,
22225,Nichts,,,,,,,,,,
22226,Nichts,,,,,,,,,,
22227,Nichts,Nichts,,,,,,,,,
22228,Nichts,,,,,,,,,,
22229,Nichts,Nichts,,,,,,,,,
22230,Nichts,,,,,,,,,,
22231,Es ist scheinbar sehr schwierig einen kompetenten Gesprächspartner telefonisch zu erreichen !,Aufwändige Beantragung,,,,,,,,,
22232,Nichts,Nichts,,,,,,,,,
22233,Nichts,,,,,,,,,,
22234,Nichts,,,,,,,,,,
22235,Nichts,,,,,,,,,,
22236,Nichts,,,,,,,,,,
22237,Nichts,,,,,,,,,,
22238,Nichts,,,,,,,,,,
22239,Nichts,,,,,,,,,,
22240,Nichts,,,,,,,,,,
22241,Nichts,Nichts,,,,,,,,,
22242,Nichts,unflexible Bedingungen,,,,,,,,,
22243,Nichts,,,,,,,,,,
22244,Nichts,,,,,,,,,,
22246,Möglicherweise sind geringere standards für ein Vorhaben ausreicheNichts,unflexible Bedingungen,,,,,,,,,
22247,Nichts,,,,,,,,,,
22248,Die komplizierten technischen AnforderungNichts,Aufwändige Beantragung,,,,,,,,,
22249,Nichts,,,,,,,,,,
22250,Nichts,Nichts,,,,,,,,,
22251,Nichts,,,,,,,,,,
22252,Nichts,,,,,,,,,,
22253,Nichts,Nichts,,,,,,,,,
22254,Nichts,Nichts,,,,,,,,,
22255,Nichts,,,,,,,,,,
22256,Nichts,,,,,,,,,,
22257,Nichts,,,,,,,,,,
22258,Nichts,,,,,,,,,,
22259,Nichts,Nichts,,,,,,,,,
22260,Nichts,,,,,,,,,,
22261,Nichts,,,,,,,,,,
22262,Nichts,,,,,,,,,,
22263,Nichts,,,,,,,,,,
22264,Nichts,Nichts,,,,,,,,,
22265,Nichts,,,,,,,,,,
22266,Nichts,,,,,,,,,,
22267,Nichts,,,,,,,,,,
22268,Nichts,,,,,,,,,,
22269,Nichts,Nichts,,,,,,,,,
22270,Nichts,,,,,,,,,,
22271,Nichts,Nichts,,,,,,,,,
22272,Nichts,,,,,,,,,,
22273,Nichts,,,,,,,,,,
22274,Nichts,,,,,,,,,,
22275,keine Angabe,,,,,,,,,,
22276,Die geplante Steuerersparnis für SanierungsmaßnahmNichts,Sonstiges,,,,,,,,,
22277,keine Angabe,,,,,,,,,,
22279,keine Angabe,,,,,,,,,,
22280,keine Angabe,,,,,,,,,,
22281,keine Angabe,,,,,,,,,,
22283,keine Angabe,,,,,,,,,,
22284,keine Angabe,,,,,,,,,,
22285,keine Angabe,,,,,,,,,,
22286,keine Angabe,,,,,,,,,,
22287,keine Angabe,,,,,,,,,,
22288,keine Angabe,,,,,,,,,,
22289,keine Angabe,,,,,,,,,,
22290,Nichts,Nichts,,,,,,,,,
22291,keine Angabe,,,,,,,,,,
22292,keine Angabe,,,,,,,,,,
22293,keine Angabe,,,,,,,,,,
22294,keine Angabe,,,,,,,,,,
22295,Nichts,Nichts,,,,,,,,,
22296,keine Angabe,,,,,,,,,,
22297,keine Angabe,,,,,,,,,,
22298,Nichts,Nichts,,,,,,,,,
22299,Nichts,Nichts,,,,,,,,,
22300,keine Angabe,,,,,,,,,,
22301,Zusatzkosten durch Energieberater,Kosten für Energieberater,,,,,,,,,
22302,keine Angabe,,,,,,,,,,
22303,keine Angabe,,,,,,,,,,
22304,Nichts,Nichts,,,,,,,,,
22305,keine Angabe,,,,,,,,,,
22306,Nichts,Nichts,,,,,,,,,
22307,keine Angabe,,,,,,,,,,
22308,Nichts,Nichts,,,,,,,,,
22309,Nichts,Nichts,,,,,,,,,
22310,keine Angabe,,,,,,,,,,
22311,keine Angabe,,,,,,,,,,
22312,keine Angabe,,,,,,,,,,
22313,keine Angabe,,,,,,,,,,
22314,keine Angabe,,,,,,,,,,
22315,keine Angabe,,,,,,,,,,
22316,keine Angabe,,,,,,,,,,
22317,Kosten für Energieberater müssen in Relation zu den Förderbeträgen betrachtet werdNichts,Kosten für Energieberater,Kosten-/Nutzenverhältnis,,,,,,,,
22318,keine Angabe,,,,,,,,,,
22319,Nichts,Nichts,,,,,,,,,
22320,keine Angabe,,,,,,,,,,
22321,keine Angabe,,,,,,,,,,
22322,Ich habe gerade erst den Antrag gestelNichts,,,,,,,,,,
22323,Nichts,Nichts,,,,,,,,,
22324,-,,,,,,,,,,
22325,Der hohe Informationsaufwand um die Förderbedingungen zu erfüllNichts,Aufwändige Beantragung,,,,,,,,,
22326,"zu hohe Auflagen, im Vergleich zum ZuschuNichts Dann lieber günstiger renovierNichts",unflexible Bedingungen,Kosten-/Nutzenverhältnis,,,,,,,,
22327,keine Angabe,,,,,,,,,,
22328,keine Angabe,,,,,,,,,,
22329,Nichts,Nichts,,,,,,,,,
22330,Nichts,Nichts,,,,,,,,,
22332,keine Angabe,,,,,,,,,,
22333,keine Angabe,,,,,,,,,,
22334,keine Angabe,,,,,,,,,,
22335,Nichts,Nichts,,,,,,,,,
22336,keine Angabe,,,,,,,,,,
22337,keine Angabe,,,,,,,,,,
22338,keine Angabe,,,,,,,,,,
22339,keine Angabe,,,,,,,,,,
22340,keine Angabe,,,,,,,,,,
22342,keine Angabe,,,,,,,,,,
22343,keine Angabe,,,,,,,,,,
22344,Nichts,Nichts,,,,,,,,,
22345,keine Angabe,,,,,,,,,,
22346,Nichts,Kosten für Energieberater,,,,,,,,,
22347,keine Angabe,,,,,,,,,,
22348,keine Angabe,,,,,,,,,,
22349,keine Angabe,,,,,,,,,,
22350,keine Angabe,,,,,,,,,,
22351,Nichts,Aufwändige Beantragung,,,,,,,,,
22352,keine Angabe,,,,,,,,,,
22353,keine Angabe,,,,,,,,,,
22354,Nichts,Nichts,,,,,,,,,
22355,Hä?? Ich habe eine 9 angegebNichts..,,,,,,,,,,
22356,Nichts,Nichts,,,,,,,,,
22357,keine Angabe,,,,,,,,,,
22358,keine Angabe,,,,,,,,,,
22360,Nichts,Der derzeit niedrige Zinssatz,unflexible Bedingungen,,,,,,,,
22361,keine Angabe,,,,,,,,,,
22362,keine Angabe,,,,,,,,,,
22363,Nichts,Kosten für Energieberater,,,,,,,,,
22364,keine Angabe,,,,,,,,,,
22365,keine Angabe,,,,,,,,,,
22366,Nichts,Nichts,,,,,,,,,
22367,keine Angabe,,,,,,,,,,
22368,keine Angabe,,,,,,,,,,
22369,Nichts,unflexible Bedingungen,,,,,,,,,
22370,keine Angabe,,,,,,,,,,
22371,keine Angabe,,,,,,,,,,
22373,Nichts,Nichts,,,,,,,,,
22374,keine Angabe,,,,,,,,,,
22375,keine Angabe,,,,,,,,,,
22376,Nichts,Nichts,,,,,,,,,
22377,keine Angabe,,,,,,,,,,
22378,keine Angabe,,,,,,,,,,
22379,keine Angabe,,,,,,,,,,
22380,Datensicherheit,Sonstiges,,,,,,,,,
22381,Langwieriger Prozess von Antrag bis zur AuszahluNichts Rechnungen sind vorher fällig,Unklare Entscheidungsverfahren,,,,,,,,,
22382,keine Angabe,,,,,,,,,,
22383,keine Angabe,,,,,,,,,,
22384,keine Angabe,,,,,,,,,,
22385,keine Angabe,,,,,,,,,,
22386,keine Angabe,,,,,,,,,,
22387,keine Angabe,,,,,,,,,,
22388,Nichts,Nichts,,,,,,,,,
22389,Nichts,Nichts,,,,,,,,,
22390,Nichts,Nichts,,,,,,,,,
22391,Nichts,Nichts,,,,,,,,,
22392,keine Angabe,,,,,,,,,,
22393,"der Bearbeitungsaufwand, das Sammeln und Zusammenstellen der Rechnungen, die Auseinandersetzungen mit Handwerkern über die Zusammenstellung der Rechnungen, damit diese anerkannt werdNichts Es muss immer das Investitionsobjekt genannt werden, was manchmal schwer zu vermittel ist, wenn man eine andere Wohnadresse hNichts",Aufwändige Beantragung,,,,,,,,,
22394,keine Angabe,,,,,,,,,,
22395,keine Angabe,,,,,,,,,,
22396,keine Angabe,,,,,,,,,,
22397,0,,,,,,,,,,
22398,Nichts,Nichts,,,,,,,,,
22399,keine Angabe,,,,,,,,,,
22400,Nichts,Nichts,,,,,,,,,
22401,keine Angabe,,,,,,,,,,
22402,keine Angabe,,,,,,,,,,
22403,keine Angabe,,,,,,,,,,
22404,Nichts,Nichts,,,,,,,,,
22405,keine Angabe,,,,,,,,,,
22406,keine Angabe,,,,,,,,,,
22407,keine Angabe,,,,,,,,,,
22408,Um an Fördermittel zu gelangen muss eine sehr teurer Energieberater eingeschaltet werdNichts,Kosten für Energieberater,,,,,,,,,
22410,keine Angabe,,,,,,,,,,
22411,keine Angabe,,,,,,,,,,
22412,keine Angabe,,,,,,,,,,
22413,keine Angabe,,,,,,,,,,
22414,keine Angabe,,,,,,,,,,
22415,keine Angabe,,,,,,,,,,
22416,keine Angabe,,,,,,,,,,
22417,keine Angabe,,,,,,,,,,
22418,keine Angabe,,,,,,,,,,
22420,Nichts,,,,,,,,,,
22421,Nichts,Nichts,,,,,,,,,
22422,Da diese nur mit der zusammen Arbeit mit einer Bank geht sollte man sich diese gut überlegen wie Fachkompetenz der Bankberater iNichts,Abhängigkeit von der Bank,,,,,,,,,
22423,Nichts,,,,,,,,,,
22424,Nichts,,,,,,,,,,
22425,"hoher bürokratischer Aufwand, KfW-Berater könnten sich mit dem Thema der Digitalisierung intensiver auseinandersetzen, damit man eher auf Augenhöhe disktuieren kann NichtsB. agile Softwareentwicklung, Scrum, Kanban, Blockchain, 5G eNichts)",Aufwändige Beantragung,,,,,,,,,
22426,Nichts,,,,,,,,,,
22427,Nichts,Lange Bearbeitungsdauer,Abhängigkeit von der Bank,,,,,,,,
22428,Die bereits erwähnten GrünNichts,,,,,,,,,,
22429,Nichts,,,,,,,,,,
22430,Nichts,Nichts,,,,,,,,,
22431,Nichts,,,,,,,,,,
22432,Nichts,,,,,,,,,,
22433,Nichts,,,,,,,,,,
22434,Nichts,Nichts,,,,,,,,,
22435,Nichts,,,,,,,,,,
22436,keine Angabe,,,,,,,,,,
22437,Nichts,Nichts,,,,,,,,,
22438,Nichts,Nichts,,,,,,,,,
22439,keine Angabe,,,,,,,,,,
22440,keine Angabe,,,,,,,,,,
22441,keine Angabe,,,,,,,,,,
22442,keine Angabe,,,,,,,,,,
22443,keine Angabe,,,,,,,,,,
22444,keine Angabe,,,,,,,,,,
22445,keine Angabe,,,,,,,,,,
22446,keine Angabe,,,,,,,,,,
22447,Nichts,Sonstiges,,,,,,,,,
22448,Würde immer die Hausbank bevorzugen als Vermittler,Sonstiges,,,,,,,,,
22449,keine Angabe,,,,,,,,,,
22450,"Kostennutzenfaktor, Kredite gut konditioniert, Ansprüche sorgen aber für überproportionalen Kapitaleinsatz",Kosten-/Nutzenverhältnis,,,,,,,,,
22451,keine Angabe,,,,,,,,,,
22452,keine Angabe,,,,,,,,,,
22453,keine Angabe,,,,,,,,,,
22454,keine Angabe,,,,,,,,,,
22455,keine Angabe,,,,,,,,,,
22456,keine Angabe,,,,,,,,,,
22457,keine Angabe,,,,,,,,,,
22458,keine Angabe,,,,,,,,,,
22459,keine Angabe,,,,,,,,,,
22460,keine Angabe,,,,,,,,,,
22461,keine Angabe,,,,,,,,,,
22462,keine Angabe,,,,,,,,,,
22463,keine Angabe,,,,,,,,,,
22464,keine Angabe,,,,,,,,,,
22465,keine Angabe,,,,,,,,,,
22466,keine Angabe,,,,,,,,,,
22467,keine Angabe,,,,,,,,,,
22468,keine Angabe,,,,,,,,,,
22469,Nichts,,,,,,,,,,
22470,Nichts,,,,,,,,,,
22471,Nichts,,,,,,,,,,
22472,Abhängigkeit des Prozesses von der Qualität des Bearbeiters bei der Hausbank,Abhängigkeit von der Bank,,,,,,,,,
22473,Nichts,,,,,,,,,,
22474,Nichts,,,,,,,,,,
22475,Nichts,,,,,,,,,,
22476,Nichts,,,,,,,,,,
22477,Nichts,,,,,,,,,,
22478,Nichts,,,,,,,,,,
22479,Nichts,,,,,,,,,,
22480,Nichts,,,,,,,,,,
22481,keine Angabe,,,,,,,,,,
22482,keine Angabe,,,,,,,,,,
22483,keine Angabe,,,,,,,,,,
22484,keine Angabe,,,,,,,,,,
22485,keine Angabe,,,,,,,,,,
22486,keine Angabe,,,,,,,,,,
22487,keine Angabe,,,,,,,,,,
22488,keine Angabe,,,,,,,,,,
22489,Nichts,Nichts,,,,,,,,,
22490,keine Angabe,,,,,,,,,,
22491,keine Angabe,,,,,,,,,,
22492,keine Angabe,,,,,,,,,,
22493,Nichts,Sonstiges,,,,,,,,,
22494,unflexibel,unflexible Bedingungen,,,,,,,,,
22495,keine Angabe,,,,,,,,,,
22496,keine Angabe,,,,,,,,,,
22497,keine Angabe,,,,,,,,,,
22498,keine Angabe,,,,,,,,,,
22499,keine Angabe,,,,,,,,,,
22500,keine Angabe,,,,,,,,,,
22501,keine Angabe,,,,,,,,,,
22502,keine Angabe,,,,,,,,,,
22503,keine Angabe,,,,,,,,,,
22504,keine Angabe,,,,,,,,,,
22505,keine Angabe,,,,,,,,,,
22506,keine Angabe,,,,,,,,,,
22507,keine Angabe,,,,,,,,,,
22508,keine Angabe,,,,,,,,,,
22509,keine Angabe,,,,,,,,,,
22510,keine Angabe,,,,,,,,,,
22511,keine Angabe,,,,,,,,,,
22512,keine Angabe,,,,,,,,,,
22513,keine Angabe,,,,,,,,,,
22514,Kein direkter KontaNichts Nur über die Hausbank,,,,,,,,,,
22515,keine Angabe,,,,,,,,,,
22516,keine Angabe,,,,,,,,,,
22517,keine Angabe,,,,,,,,,,
22518,Sondertilgung,Sondertilgungen nicht möglich,,,,,,,,,
22519,Nichts,,,,,,,,,,
22520,Nichts,Nichts,,,,,,,,,
22521,Nichts,,,,,,,,,,
22522,Nichts,,,,,,,,,,
22523,Nichts,,,,,,,,,,
22524,Nichts,,,,,,,,,,
22525,Nichts,,,,,,,,,,
22526,Nichts,,,,,,,,,,
22527,Nichts,,,,,,,,,,
22528,Nichts,,,,,,,,,,
22529,keine Sondertilgungsmöglichkeiten,Sondertilgungen nicht möglich,,,,,,,,,
22530,Nichts,,,,,,,,,,
22531,Nichts,Nichts,,,,,,,,,
22532,Nichts,,,,,,,,,,
22533,Nichts,,,,,,,,,,
22534,Nichts,Nichts,,,,,,,,,
22535,Nichts,,,,,,,,,,
22536,Nichts,,,,,,,,,,
22537,Nichts,,,,,,,,,,
22538,Die viel zu komplizerten Antragsverfahren und die viel BürokratNichts,Aufwändige Beantragung,,,,,,,,,
22539,Nichts,,,,,,,,,,
22540,Nichts,,,,,,,,,,
22541,Nichts,,,,,,,,,,
22542,Nichts,Nichts,,,,,,,,,
22543,keine Angabe,,,,,,,,,,
22544,keine Angabe,,,,,,,,,,
22545,keine Angabe,,,,,,,,,,
22546,keine Angabe,,,,,,,,,,
22547,keine Angabe,,,,,,,,,,
22548,keine Angabe,,,,,,,,,,
22549,keine Angabe,,,,,,,,,,
22550,keine Angabe,,,,,,,,,,
22551,keine Angabe,,,,,,,,,,
22552,keine Angabe,,,,,,,,,,
22553,keine Angabe,,,,,,,,,,
22554,keine Angabe,,,,,,,,,,
22555,keine Angabe,,,,,,,,,,
22556,Nichts,Nichts,,,,,,,,,
22557,keine Angabe,,,,,,,,,,
22558,keine Angabe,,,,,,,,,,
22559,keine Angabe,,,,,,,,,,
22560,keine Angabe,,,,,,,,,,
22561,keine Angabe,,,,,,,,,,
22562,keine Angabe,,,,,,,,,,
22563,Nichts,Nichts,,,,,,,,,
22564,keine Angabe,,,,,,,,,,
22565,keine Angabe,,,,,,,,,,
22566,keine Angabe,,,,,,,,,,
22567,keine Angabe,,,,,,,,,,
22568,keine Angabe,,,,,,,,,,
22569,kenne keinen um Wohnen finanzieren,,,,,,,,,,
22570,keine Angabe,,,,,,,,,,
22571,keine Angabe,,,,,,,,,,
22572,keine Angabe,,,,,,,,,,
22573,keine Angabe,,,,,,,,,,
22574,keine Angabe,,,,,,,,,,
22575,keine Angabe,,,,,,,,,,
22576,keine Angabe,,,,,,,,,,
22577,keine Angabe,,,,,,,,,,
22578,keine Angabe,,,,,,,,,,
22579,keine Angabe,,,,,,,,,,
22580,keine Angabe,,,,,,,,,,
22581,Nichts,,,,,,,,,,
22582,Nichts,,,,,,,,,,
22583,Nichts,,,,,,,,,,
22584,Nichts,,,,,,,,,,
22585,Nichts,,,,,,,,,,
22586,Nichts,,,,,,,,,,
22587,Nichts,,,,,,,,,,
22588,Nichts,,,,,,,,,,
22589,Nichts,,,,,,,,,,
22590,Nichts,,,,,,,,,,
22591,keine Sondertilgung möglich,Sondertilgungen nicht möglich,,,,,,,,,
22592,Nichts,,,,,,,,,,
22593,Nichts,,,,,,,,,,
22594,Es gibt keine richtige Sicherheit bei der Zinsbindung,zu kurze Zinsbindungsfristen,,,,,,,,,
22595,Nichts,,,,,,,,,,
22596,Nur für bestimmte möglich,unflexible Bedingungen,,,,,,,,,
22597,Nichts,,,,,,,,,,
22598,Nichts,,,,,,,,,,
22599,Nichts,,,,,,,,,,
22600,Nichts,,,,,,,,,,
22601,Nichts,,,,,,,,,,
22602,Nichts,,,,,,,,,,
22603,Nichts,,,,,,,,,,
22604,Zinssatz,Zinsen zu hoch/ keine marktüblichen Zinsen,,,,,,,,,
22605,Nichts,,,,,,,,,,
22606,Nichts,,,,,,,,,,
22607,unflexibel in der Höhe der Tilgung und Laufzeit (meiner Meinung nach sind 10 Jahre zu kurz),unflexible Bedingungen,zu kurze Zinsbindungsfristen,,,,,,,,
22608,Nichts,,,,,,,,,,
22609,keine,Nichts,,,,,,,,,
22610,Nichts,,,,,,,,,,
22611,Nichts,,,,,,,,,,
22612,Nichts,,,,,,,,,,
22613,Nichts,,,,,,,,,,
22614,Nichts,,,,,,,,,,
22615,Nichts,,,,,,,,,,
22616,Nichts,,,,,,,,,,
22617,Nichts,,,,,,,,,,
22618,Nichts,,,,,,,,,,
22619,Nichts,Nichts,,,,,,,,,
22620,Nichts,,,,,,,,,,
22621,Nichts,,,,,,,,,,
22622,Nichts,Nichts,,,,,,,,,
22623,Nichts,,,,,,,,,,
22624,Nichts,,,,,,,,,,
22625,Nichts,,,,,,,,,,
22626,Nichts,,,,,,,,,,
22627,Hohe Tilgungsraten,Zinsen zu hoch/ keine marktüblichen Zinsen,,,,,,,,,
22628,Nichts,,,,,,,,,,
22629,Nichts,,,,,,,,,,
22630,Nichts,,,,,,,,,,
22631,Nichts,,,,,,,,,,
22632,Nichts,,,,,,,,,,
22633,Nichts,,,,,,,,,,
22634,Nichts,,,,,,,,,,
22635,Nichts,,,,,,,,,,
22636,Nichts,,,,,,,,,,
22637,Nichts,,,,,,,,,,
22638,Nichts,,,,,,,,,,
22639,Nichts,,,,,,,,,,
22640,keine Angabe,,,,,,,,,,
22641,keine Angabe,,,,,,,,,,
22642,keine Angabe,,,,,,,,,,
22643,keine Angabe,,,,,,,,,,
22644,keine Angabe,,,,,,,,,,
22645,keine Angabe,,,,,,,,,,
22646,"Die Zinsbindung, die nur NUR auf 10 Jahre möglich ist",zu kurze Zinsbindungsfristen,,,,,,,,,
22647,keine Angabe,,,,,,,,,,
22648,keine Angabe,,,,,,,,,,
22649,keine Angabe,,,,,,,,,,
22650,keine Angabe,,,,,,,,,,
22651,keine Angabe,,,,,,,,,,
22652,Nichts,Sondertilgungen nicht möglich,unflexible Bedingungen,,,,,,,,
22653,viele Nachweise für Darlehensabruf zu erbringen,Rechnungsnachweise erforderlich,,,,,,,,,
22654,keine Angabe,,,,,,,,,,
22655,keine Angabe,,,,,,,,,,
22656,keine Angabe,,,,,,,,,,
22657,keine Angabe,,,,,,,,,,
22658,keine Angabe,,,,,,,,,,
22659,keine Angabe,,,,,,,,,,
22660,keine Angabe,,,,,,,,,,
22661,keine Angabe,,,,,,,,,,
22662,keine Sondertilgung,Sondertilgungen nicht möglich,,,,,,,,,
22663,keine Angabe,,,,,,,,,,
22664,keine Angabe,,,,,,,,,,
22665,keine Angabe,,,,,,,,,,
22666,"etwas undurchsichtig, nur 10 Jahre Zinsbindung",zu kurze Zinsbindungsfristen,Unklare Entscheidungsverfahren,,,,,,,,
22667,keine Angabe,,,,,,,,,,
22668,keine Angabe,,,,,,,,,,
22669,keine Angabe,,,,,,,,,,
22670,keine Angabe,,,,,,,,,,
22671,keine Angabe,,,,,,,,,,
22672,keine Angabe,,,,,,,,,,
22673,Nichts,,,,,,,,,,
22674,keine Angabe,,,,,,,,,,
22675,keine Angabe,,,,,,,,,,
22676,keine Angabe,,,,,,,,,,
22677,"rentabel, Nichts gute Sache in Hinsicht auf SanierungNichts energieeffizientes planen und bauen",,,,,,,,,,
22678,keine Angabe,,,,,,,,,,
22679,keine Angabe,,,,,,,,,,
22680,keine Angabe,,,,,,,,,,
22681,Nichts,Nichts,,,,,,,,,
22682,keine Angabe,,,,,,,,,,
22683,keine Angabe,,,,,,,,,,
22684,keine Angabe,,,,,,,,,,
22685,keine Angabe,,,,,,,,,,
22686,keine Angabe,,,,,,,,,,
22687,keine Angabe,,,,,,,,,,
22688,keine Angabe,,,,,,,,,,
29021,Nichts,Nichts,,,,,,,,,
29022,Nichts,,,,,,,,,,
29023,Nichts,,,,,,,,,,
29024,Nichts,,,,,,,,,,
29025,Nichts,,,,,,,,,,
29026,Nichts,,,,,,,,,,
29027,Nichts,,,,,,,,,,
29028,Nichts,Nichts,,,,,,,,,
29029,"Einfache Zuschußbeantragungen bei vorgesehenen und erforderlichen, altersgerechten Umbau- und ErweiterungsmaßnahmNichts",Nichts,,,,,,,,,
29030,Nichts,,,,,,,,,,
29031,Nichts,,,,,,,,,,
29032,Nichts,,,,,,,,,,
29034,Nichts,,,,,,,,,,
29035,Nichts,,,,,,,,,,
29036,Nichts,Nichts,,,,,,,,,
29037,Nichts,Nichts,,,,,,,,,
29038,Nichts,,,,,,,,,,
29039,Nichts,Nichts,,,,,,,,,
29040,Nichts,,,,,,,,,,
29041,Nichts,Nichts,,,,,,,,,
29042,Nichts,,,,,,,,,,
29043,Nichts,Nichts,,,,,,,,,
29044,Nichts,,,,,,,,,,
29045,Nichts,,,,,,,,,,
29046,Nichts,Nichts,,,,,,,,,
29047,Nichts,Nichts,,,,,,,,,
29048,Nichts,,,,,,,,,,
29049,Nichts,,,,,,,,,,
29050,Nichts,,,,,,,,,,
29051,Nichts,,,,,,,,,,
29052,-,,,,,,,,,,
29053,Nichts,,,,,,,,,,
29054,Nichts,,,,,,,,,,
29055,Nichts,Nichts,,,,,,,,,
29056,Nichts,,,,,,,,,,
29057,Nichts,Nichts,,,,,,,,,
29058,Nichts,,,,,,,,,,
29059,Nichts,,,,,,,,,,
29060,Nichts,,,,,,,,,,
29061,Nichts,Nichts,,,,,,,,,
29063,Nichts,,,,,,,,,,
29064,Nichts,,,,,,,,,,
29065,Nichts,,,,,,,,,,
29066,Nichts,,,,,,,,,,
29067,Nichts,,,,,,,,,,
29068,Nichts,,,,,,,,,,
29069,Nichts,,,,,,,,,,
29070,Nichts,,,,,,,,,,
29071,Nichts,,,,,,,,,,
29072,Nichts,Nichts,,,,,,,,,
29073,Nichts,,,,,,,,,,
29074,Nichts,Nichts,,,,,,,,,
29075,Nichts,,,,,,,,,,
29076,Nichts,,,,,,,,,,
29077,Nichts,,,,,,,,,,
29079,Nichts,,,,,,,,,,
29080,Nichts,,,,,,,,,,
29081,Nichts,Aufwändige Beantragung,,,,,,,,,
29082,Nichts,,,,,,,,,,
29083,Nichts,,,,,,,,,,
29084,Nichts,Nichts,,,,,,,,,
29086,Nichts,,,,,,,,,,
29087,Nichts,,,,,,,,,,
29088,Nichts,,,,,,,,,,
29089,Nichts,,,,,,,,,,
29090,Nichts,Nichts,,,,,,,,,
29091,Nichts,,,,,,,,,,
29092,Nichts,,,,,,,,,,
29093,Nichts,,,,,,,,,,
29094,Nichts,,,,,,,,,,
